text,label,clear_text,bigram_text
"ООО ДАААААА

БОЛЬШИЕ ЩЕКИ:

+ Все говорят, что у вас мягкие щеки
+ Многим это нравится 
+ Есть 80%, что вы няшка
+ Вы можете есть много, щеки будут 
больше, и всем вы будете нравится

- Дай, потрогаю щеки!
- Трогают не спрашивая УТЮТЮ
- Хомяк",neutral,"['ооо', 'даааааа', 'большой', 'щека', 'все', 'говорить', 'мягкий', 'щека', 'многие', 'это', 'нравиться', 'быть', 'няшка', 'вы', 'мочь', 'щека', 'быть', 'все', 'быть', 'нравиться', 'давать', 'потрогать', 'щека', 'трогать', 'спрашивать', 'утютя', 'хомяк']","['ооо', 'даааааа', 'большой', 'щека', 'все', 'говорить', 'мягкий', 'щека', 'многие', 'это', 'нравиться', 'быть', 'няшка', 'вы', 'мочь', 'щека', 'быть', 'все', 'быть', 'нравиться', 'давать', 'потрогать', 'щека', 'трогать', 'спрашивать', 'утютя', 'хомяк']"
"Димокл! мы с Паней не допустились, все сделали но времени не хватило проверить у нее!",neutral,"['димоклый', 'пань', 'допускаться', 'сделать', 'время', 'хватить', 'проверять']","['димоклый', 'пань', 'допускаться', 'сделать', 'время', 'хватить', 'проверять']"
Гулял под дождем,neutral,"['гулять', 'дождь']","['гулять', 'дождь']"
"Не слов, не нот не знаю я,
И слуха нету у меня)
Но я пою своей душой
Богатой,русской и большой)",neutral,"['не', 'слово', 'нота', 'знать', 'слух', 'нету', 'но', 'петь', 'свой', 'душа', 'богатый', 'русский', 'большой']","['не', 'слово', 'нота', 'знать', 'слух', 'нету', 'но', 'петь', 'свой', 'душа', 'богатый', 'русский', 'большой']"
"Day 4:
Самая худшая песня в этом году.",negative,"['самый', 'плохой', 'песня', 'год']","['самый', 'плохой', 'песня', 'год']"
"Я жив, покуда я верю в чудо....",positive,"['живой', 'покуда', 'верить', 'чудо']","['живой', 'покуда', 'верить', 'чудо']"
"Помнится мне)))))))))),как я ЭТО ВСЕ))))))))))),ночью испугалась)))! Сказка Бл...Ь =)!",neutral,"['помниться', 'это', 'все', 'ночь', 'испугаться', 'сказка', 'Бл']","['помниться', 'это', 'все', 'ночь', 'испугаться', 'сказка', 'Бл']"
"наконец заживем
просто интересно, сколько на этом можно отмыть",neutral,"['зажить', 'просто', 'интересно', 'сколько', 'отмывать']","['зажить', 'просто', 'интересно', 'сколько', 'отмывать']"
"Все чувак,рок вреден ))))))))",neutral,"['весь', 'чувак', 'рок', 'вредный']","['весь', 'чувак', 'рок', 'вредный']"
нука-нука!!! быстренько спать!!,neutral,"['нук', 'нук', 'быстренько', 'спать']","['нук', 'нук', 'быстренько', 'спать']"
Наша машинка)))))))),neutral,"['наш', 'машинка']","['наш', 'машинка']"
"У меня есть мужчина, с которым спокойно. С которым упасть и подняться не больно. С которым ничто в этой жизни не страшно, с которым всё просто, с которым всё важно!",positive,"['мужчина', 'который', 'спокойно', 'который', 'упасть', 'подниматься', 'больно', 'который', 'ничто', 'жизнь', 'страшно', 'который', 'все', 'просто', 'который', 'все', 'важный']","['мужчина', 'который', 'спокойно', 'который', 'упасть', 'подниматься', 'больно', 'который', 'ничто', 'жизнь', 'страшно', 'который', 'все', 'просто', 'который', 'все', 'важный']"
